"Orthogroup"	"Pchabaudi"	"Pvivax"	"Pberghei"	"Pfalciparum"	"Pcoatneyi"	"Pcynomolgi"	"Pyoelii"
"p_OG0003848"	"PCHAS_114370"	"PVX_115375"	"PBANKA_114420"	"PF3D7_1368300"	"PCOAH_00032090"	"PCYB_111220"	"PY17X_1145500"
"p_OG0003849"	"PCHAS_114380"	"PVX_115380"	"PBANKA_114430"	"PF3D7_1368400"	"PCOAH_00032080"	"PCYB_111210"	"PY17X_1145600"
"p_OG0003850"	"PCHAS_114390"	"PVX_115385"	"PBANKA_114440"	"PF3D7_1368500"	"PCOAH_00032070"	"PCYB_111200"	"PY17X_1145700"
"p_OG0003851"	"PCHAS_114400"	"PVX_115390"	"PBANKA_114450"	"PF3D7_1368600"	"PCOAH_00032060"	"PCYB_111190"	"PY17X_1145800"
"p_OG0003852"	"PCHAS_114410"	"PVX_115395"	"PBANKA_114460"	"PF3D7_1368700"	"PCOAH_00032050"	"PCYB_111180"	"PY17X_1145900"
"p_OG0003853"	"PCHAS_114420"	"PVX_115400"	"PBANKA_114470"	"PF3D7_1368800"	"PCOAH_00032040"	"PCYB_111170"	"PY17X_1146000"
"p_OG0003854"	"PCHAS_114430"	"PVX_115405"	"PBANKA_114480"	"PF3D7_1368900"	"PCOAH_00032030"	"PCYB_111160"	"PY17X_1146100"
"p_OG0003855"	"PCHAS_114440"	"PVX_115410"	"PBANKA_114490"	"PF3D7_1369000"	"PCOAH_00032020"	"PCYB_111150"	"PY17X_1146200"
"p_OG0003856"	"PCHAS_114450"	"PVX_115415"	"PBANKA_114500"	"PF3D7_1369100"	"PCOAH_00032010"	"PCYB_111140"	"PY17X_1146300"
"p_OG0003857"	"PCHAS_114460"	"PVX_115420"	"PBANKA_114510"	"PF3D7_1369200"	"PCOAH_00032000"	"PCYB_111130"	"PY17X_1146400"
"p_OG0003858"	"PCHAS_114470"	"PVX_115425"	"PBANKA_114520"	"PF3D7_1369300"	"PCOAH_00031990"	"PCYB_111120"	"PY17X_1146500"
"p_OG0003859"	"PCHAS_114480"	"PVX_115430"	"PBANKA_114530"	"PF3D7_1369400"	"PCOAH_00031980"	"PCYB_111110"	"PY17X_1146600"
"p_OG0003860"	"PCHAS_114500"	"PVX_115435"	"PBANKA_114550"	"PF3D7_1369500"	"PCOAH_00031970"	"PCYB_111100"	"PY17X_1146800"
"p_OG0003861"	"PCHAS_114510"	"PVX_115440"	"PBANKA_114560"	"PF3D7_1369600"	"PCOAH_00031960"	"PCYB_111090"	"PY17X_1146900"
"p_OG0003862"	"PCHAS_114520"	"PVX_115445"	"PBANKA_114570"	"PF3D7_1369700"	"PCOAH_00031950"	"PCYB_111080"	"PY17X_1147000"
"p_OG0003863"	"PCHAS_040180"	"PVX_119240"	"PBANKA_040090"	"PF3D7_0301900"	"PCOAH_00019500"	"PCYB_084690"	"PY17X_0403100"
"p_OG0003864"	"PCHAS_040190"	"PVX_119245"	"PBANKA_040100"	"PF3D7_0302000"	"PCOAH_00019510"	"PCYB_084680"	"PY17X_0403200"
"p_OG0003865"	"PCHAS_040200"	"PVX_119250"	"PBANKA_040110"	"PF3D7_0302100"	"PCOAH_00019520"	"PCYB_084670"	"PY17X_0403300"
"p_OG0003866"	"PCHAS_040210"	"PVX_119255"	"PBANKA_040120"	"PF3D7_0302600"	"PCOAH_00019530"	"PCYB_084660"	"PY17X_0403400"
"p_OG0003867"	"PCHAS_040220"	"PVX_119260"	"PBANKA_040130"	"PF3D7_0302700"	"PCOAH_00019540"	"PCYB_084650"	"PY17X_0403500"
"p_OG0003868"	"PCHAS_040230"	"PVX_119265"	"PBANKA_040140"	"PF3D7_0302800"	"PCOAH_00019550"	"PCYB_084640"	"PY17X_0403600"
"p_OG0003869"	"PCHAS_040240"	"PVX_119270"	"PBANKA_040150"	"PF3D7_0302900"	"PCOAH_00019560"	"PCYB_084630"	"PY17X_0403700"
"p_OG0003870"	"PCHAS_040250"	"PVX_119275"	"PBANKA_040160"	"PF3D7_0303000"	"PCOAH_00019570"	"PCYB_084620"	"PY17X_0403800"
"p_OG0003871"	"PCHAS_040260"	"PVX_119280"	"PBANKA_040170"	"PF3D7_0303100"	"PCOAH_00019580"	"PCYB_084610"	"PY17X_0403900"
"p_OG0003872"	"PCHAS_040270"	"PVX_119285"	"PBANKA_040180"	"PF3D7_0303200"	"PCOAH_00019590"	"PCYB_084600"	"PY17X_0404000"
"p_OG0003873"	"PCHAS_040280"	"PVX_119290"	"PBANKA_040190"	"PF3D7_0303300"	"PCOAH_00019600"	"PCYB_084590"	"PY17X_0404100"
"p_OG0003874"	"PCHAS_040290"	"PVX_119295"	"PBANKA_040200"	"PF3D7_0303400"	"PCOAH_00019610"	"PCYB_084580"	"PY17X_0404200"
"p_OG0003875"	"PCHAS_040300"	"PVX_119300"	"PBANKA_040210"	"PF3D7_0303500"	"PCOAH_00019620"	"PCYB_084570"	"PY17X_0404300"
"p_OG0003876"	"PCHAS_040310"	"PVX_119305"	"PBANKA_040220"	"PF3D7_0303600"	"PCOAH_00019630"	"PCYB_084560"	"PY17X_0404400"
"p_OG0003877"	"PCHAS_040320"	"PVX_119310"	"PBANKA_040230"	"PF3D7_0303700"	"PCOAH_00019640"	"PCYB_084550"	"PY17X_0404500"
"p_OG0003878"	"PCHAS_040330"	"PVX_119315"	"PBANKA_040240"	"PF3D7_0303800"	"PCOAH_00019650"	"PCYB_084540"	"PY17X_0404600"
"p_OG0003879"	"PCHAS_040340"	"PVX_119320"	"PBANKA_040250"	"PF3D7_0303900"	"PCOAH_00019660"	"PCYB_084530"	"PY17X_0404700"
"p_OG0003880"	"PCHAS_040350"	"PVX_119325"	"PBANKA_040260"	"PF3D7_0304000"	"PCOAH_00019670"	"PCYB_084520"	"PY17X_0404800"
"p_OG0003881"	"PCHAS_040360"	"PVX_119330"	"PBANKA_040270"	"PF3D7_0304100"	"PCOAH_00019680"	"PCYB_084510"	"PY17X_0404900"
"p_OG0003882"	"PCHAS_040370"	"PVX_119335"	"PBANKA_040280"	"PF3D7_0304200"	"PCOAH_00019690"	"PCYB_084500"	"PY17X_0405000"
"p_OG0003883"	"PCHAS_040390"	"PVX_119345"	"PBANKA_040300"	"PF3D7_0304400.1"	"PCOAH_00019720"	"PCYB_084480"	"PY17X_0405200"
"p_OG0003884"	"PCHAS_040400"	"PVX_119350"	"PBANKA_040310"	"PF3D7_0304500"	"PCOAH_00019730"	"PCYB_084470"	"PY17X_0405300"
"p_OG0003885"	"PCHAS_040430"	"PVX_119370"	"PBANKA_040340"	"PF3D7_0304900"	"PCOAH_00019780"	"PCYB_084430"	"PY17X_0405600"
"p_OG0003886"	"PCHAS_040440"	"PVX_119375"	"PBANKA_040350"	"PF3D7_0305000"	"PCOAH_00019790"	"PCYB_084420"	"PY17X_0405700"
"p_OG0003887"	"PCHAS_040450"	"PVX_119380"	"PBANKA_040360"	"PF3D7_0305100"	"PCOAH_00019820"	"PCYB_084410"	"PY17X_0405800"
"p_OG0003888"	"PCHAS_040460"	"PVX_119385"	"PBANKA_040370"	"PF3D7_0305200"	"PCOAH_00019830"	"PCYB_084400"	"PY17X_0405900"
"p_OG0003889"	"PCHAS_040470"	"PVX_119390"	"PBANKA_040380"	"PF3D7_0305300"	"PCOAH_00019840"	"PCYB_084390"	"PY17X_0406000"
"p_OG0003890"	"PCHAS_040480"	"PVX_119395"	"PBANKA_040390"	"PF3D7_0305400"	"PCOAH_00019850"	"PCYB_084380"	"PY17X_0406100"
"p_OG0003891"	"PCHAS_040490"	"PVX_119400"	"PBANKA_040400"	"PF3D7_0305500"	"PCOAH_00019860"	"PCYB_084370"	"PY17X_0406200"
"p_OG0003892"	"PCHAS_040500"	"PVX_119405"	"PBANKA_040410"	"PF3D7_0305600"	"PCOAH_00019870"	"PCYB_084360"	"PY17X_0406300"
"p_OG0003893"	"PCHAS_040510"	"PVX_119410"	"PBANKA_040420"	"PF3D7_0305700"	"PCOAH_00019880"	"PCYB_084350"	"PY17X_0406400"
"p_OG0003894"	"PCHAS_040520"	"PVX_119415"	"PBANKA_040430"	"PF3D7_0305800"	"PCOAH_00019890"	"PCYB_084340"	"PY17X_0406500"
"p_OG0003895"	"PCHAS_040530"	"PVX_119425"	"PBANKA_040440"	"PF3D7_0306000"	"PCOAH_00019900"	"PCYB_084320"	"PY17X_0406600"
"p_OG0003896"	"PCHAS_040540"	"PVX_119430"	"PBANKA_040450"	"PF3D7_0306100"	"PCOAH_00019910"	"PCYB_084310"	"PY17X_0406700"
"p_OG0003897"	"PCHAS_040550"	"PVX_119435"	"PBANKA_040460"	"PF3D7_0306200"	"PCOAH_00019920"	"PCYB_084300"	"PY17X_0406800"
"p_OG0003898"	"PCHAS_040560"	"PVX_119440"	"PBANKA_040470"	"PF3D7_0306300"	"PCOAH_00019930"	"PCYB_084290"	"PY17X_0406900"
"p_OG0003899"	"PCHAS_040570"	"PVX_119445"	"PBANKA_040480"	"PF3D7_0306400"	"PCOAH_00019940"	"PCYB_084280"	"PY17X_0407000"
"p_OG0003900"	"PCHAS_040580"	"PVX_119450"	"PBANKA_040490"	"PF3D7_0306500"	"PCOAH_00019950"	"PCYB_084270"	"PY17X_0407100"
"p_OG0003901"	"PCHAS_040590"	"PVX_119455"	"PBANKA_040500"	"PF3D7_0306600"	"PCOAH_00019960"	"PCYB_084260"	"PY17X_0407200"
"p_OG0003902"	"PCHAS_040600"	"PVX_119460"	"PBANKA_040510"	"PF3D7_0306700"	"PCOAH_00019970"	"PCYB_084250"	"PY17X_0407300"
"p_OG0003903"	"PCHAS_040610"	"PVX_119465"	"PBANKA_040520"	"PF3D7_0306800"	"PCOAH_00019980"	"PCYB_084240"	"PY17X_0407400"
"p_OG0003904"	"PCHAS_040620"	"PVX_119470"	"PBANKA_040530"	"PF3D7_0306900"	"PCOAH_00019990"	"PCYB_084230"	"PY17X_0407500"
"p_OG0003905"	"PCHAS_040630"	"PVX_119475"	"PBANKA_040540"	"PF3D7_0307100"	"PCOAH_00020000"	"PCYB_084220"	"PY17X_0407700"
"p_OG0003906"	"PCHAS_040640"	"PVX_119480"	"PBANKA_040550"	"PF3D7_0307200"	"PCOAH_00020010"	"PCYB_084210"	"PY17X_0407800"
"p_OG0003907"	"PCHAS_040650"	"PVX_119485"	"PBANKA_040560"	"PF3D7_0307300"	"PCOAH_00020020"	"PCYB_084200"	"PY17X_0407900"
"p_OG0003908"	"PCHAS_040660"	"PVX_119490"	"PBANKA_040570"	"PF3D7_0307400"	"PCOAH_00020030"	"PCYB_084190"	"PY17X_0408000"
"p_OG0003909"	"PCHAS_040670"	"PVX_119495"	"PBANKA_040580"	"PF3D7_0307500"	"PCOAH_00020040"	"PCYB_084180"	"PY17X_0408100"
"p_OG0003910"	"PCHAS_040680"	"PVX_119500"	"PBANKA_040590"	"PF3D7_0307600"	"PCOAH_00020050"	"PCYB_084170"	"PY17X_0408200"
"p_OG0003911"	"PCHAS_040690"	"PVX_119505"	"PBANKA_040600"	"PF3D7_0307700"	"PCOAH_00020060"	"PCYB_084160"	"PY17X_0408300"
"p_OG0003912"	"PCHAS_040700"	"PVX_119510"	"PBANKA_040610"	"PF3D7_0307800"	"PCOAH_00020070"	"PCYB_084150"	"PY17X_0408400"
"p_OG0003913"	"PCHAS_040710"	"PVX_119515"	"PBANKA_040620"	"PF3D7_0307900"	"PCOAH_00020080"	"PCYB_084140"	"PY17X_0408500"
"p_OG0003914"	"PCHAS_040720"	"PVX_119520"	"PBANKA_040630"	"PF3D7_0308000"	"PCOAH_00020090"	"PCYB_084130"	"PY17X_0408600"
"p_OG0003915"	"PCHAS_040730"	"PVX_119525"	"PBANKA_040640"	"PF3D7_0308100"	"PCOAH_00020120"	"PCYB_084120"	"PY17X_0408700"
"p_OG0003916"	"PCHAS_040740"	"PVX_119530"	"PBANKA_040650"	"PF3D7_0308200"	"PCOAH_00020130"	"PCYB_084110"	"PY17X_0408800"
"p_OG0003917"	"PCHAS_040760"	"PVX_119540"	"PBANKA_040670"	"PF3D7_0308500"	"PCOAH_00020150"	"PCYB_084090"	"PY17X_0409100"
"p_OG0003918"	"PCHAS_040770"	"PVX_119545"	"PBANKA_040680"	"PF3D7_0308600"	"PCOAH_00020160"	"PCYB_084080"	"PY17X_0409200"
"p_OG0003919"	"PCHAS_040780"	"PVX_119550"	"PBANKA_040690"	"PF3D7_0308700"	"PCOAH_00020170"	"PCYB_084070"	"PY17X_0409300"
"p_OG0003920"	"PCHAS_040790"	"PVX_119555"	"PBANKA_040700"	"PF3D7_0308800"	"PCOAH_00020180"	"PCYB_084060"	"PY17X_0409400"
"p_OG0003921"	"PCHAS_040800"	"PVX_119560"	"PBANKA_040710"	"PF3D7_0308900"	"PCOAH_00020190"	"PCYB_084050"	"PY17X_0409500"
"p_OG0003922"	"PCHAS_040810"	"PVX_119565"	"PBANKA_040720"	"PF3D7_0309000"	"PCOAH_00020200"	"PCYB_084040"	"PY17X_0409600"
"p_OG0003923"	"PCHAS_040820"	"PVX_119570"	"PBANKA_040730"	"PF3D7_0309100"	"PCOAH_00020210"	"PCYB_084030"	"PY17X_0409700"
"p_OG0003924"	"PCHAS_040830"	"PVX_119575"	"PBANKA_040740"	"PF3D7_0309200"	"PCOAH_00020220"	"PCYB_084020"	"PY17X_0409800"
"p_OG0003925"	"PCHAS_040840"	"PVX_119580"	"PBANKA_040750"	"PF3D7_0309300"	"PCOAH_00020230"	"PCYB_084010"	"PY17X_0409900"
"p_OG0003926"	"PCHAS_040850"	"PVX_119585"	"PBANKA_040760"	"PF3D7_0309500"	"PCOAH_00020240"	"PCYB_084000"	"PY17X_0410100"
"p_OG0003927"	"PCHAS_040870"	"PVX_119590"	"PBANKA_040780"	"PF3D7_0309700"	"PCOAH_00020260"	"PCYB_083980"	"PY17X_0410300"
"p_OG0003928"	"PCHAS_040880"	"PVX_119595"	"PBANKA_040790"	"PF3D7_0309800"	"PCOAH_00020270"	"PCYB_083970"	"PY17X_0410400"
"p_OG0003929"	"PCHAS_040890"	"PVX_119600"	"PBANKA_040800"	"PF3D7_0309900"	"PCOAH_00020280"	"PCYB_083960"	"PY17X_0410500"
"p_OG0003930"	"PCHAS_040900"	"PVX_119605"	"PBANKA_040810"	"PF3D7_0310000"	"PCOAH_00020290"	"PCYB_083950"	"PY17X_0410600"
"p_OG0003931"	"PCHAS_040910"	"PVX_119610"	"PBANKA_040820"	"PF3D7_0310100"	"PCOAH_00020300"	"PCYB_083940"	"PY17X_0410700"
"p_OG0003932"	"PCHAS_040920"	"PVX_119615"	"PBANKA_040830"	"PF3D7_0310200"	"PCOAH_00020310"	"PCYB_083930"	"PY17X_0410800"
"p_OG0003933"	"PCHAS_040930"	"PVX_119620"	"PBANKA_040840"	"PF3D7_0310300"	"PCOAH_00020320"	"PCYB_083920"	"PY17X_0410900"
"p_OG0003934"	"PCHAS_040940"	"PVX_119625"	"PBANKA_040850"	"PF3D7_0310400"	"PCOAH_00020330"	"PCYB_083910"	"PY17X_0411000"
"p_OG0003935"	"PCHAS_040950"	"PVX_119635"	"PBANKA_040860"	"PF3D7_0310600.1"	"PCOAH_00020350"	"PCYB_083890"	"PY17X_0411100"
"p_OG0003936"	"PCHAS_040960"	"PVX_119640"	"PBANKA_040870"	"PF3D7_0310700"	"PCOAH_00020360"	"PCYB_083880"	"PY17X_0411200"
"p_OG0003937"	"PCHAS_040980"	"PVX_119650"	"PBANKA_040890"	"PF3D7_0310900"	"PCOAH_00020370"	"PCYB_083860"	"PY17X_0411400"
"p_OG0003938"	"PCHAS_040990"	"PVX_119655"	"PBANKA_040900"	"PF3D7_0311000"	"PCOAH_00020380"	"PCYB_083850"	"PY17X_0411500"
"p_OG0003939"	"PCHAS_041000"	"PVX_119660"	"PBANKA_040910"	"PF3D7_0311100"	"PCOAH_00020390"	"PCYB_083840"	"PY17X_0411600"
"p_OG0003940"	"PCHAS_041010"	"PVX_119665"	"PBANKA_040920"	"PF3D7_0311200"	"PCOAH_00020400"	"PCYB_083830"	"PY17X_0411700"
"p_OG0003941"	"PCHAS_041020"	"PVX_119670"	"PBANKA_040930"	"PF3D7_0311300"	"PCOAH_00020410"	"PCYB_083820"	"PY17X_0411800"
"p_OG0003942"	"PCHAS_041040"	"PVX_119680"	"PBANKA_040950"	"PF3D7_0311500"	"PCOAH_00020440"	"PCYB_083800"	"PY17X_0412000"
"p_OG0003943"	"PCHAS_041060"	"PVX_119690"	"PBANKA_040970"	"PF3D7_0311700"	"PCOAH_00020450"	"PCYB_083780"	"PY17X_0412200"
"p_OG0003944"	"PCHAS_041070"	"PVX_119695"	"PBANKA_040980"	"PF3D7_0311800"	"PCOAH_00020460"	"PCYB_083770"	"PY17X_0412300"
"p_OG0003945"	"PCHAS_041080"	"PVX_119700"	"PBANKA_040990"	"PF3D7_0311900"	"PCOAH_00020470"	"PCYB_083760"	"PY17X_0412400"
"p_OG0003946"	"PCHAS_041090"	"PVX_119705"	"PBANKA_041000"	"PF3D7_0312000"	"PCOAH_00020480"	"PCYB_083750"	"PY17X_0412500"
"p_OG0003947"	"PCHAS_041100"	"PVX_119710"	"PBANKA_041010"	"PF3D7_0312100"	"PCOAH_00020490"	"PCYB_083740"	"PY17X_0412600"
"p_OG0003948"	"PCHAS_041110"	"PVX_119715"	"PBANKA_041020"	"PF3D7_0312200"	"PCOAH_00020500"	"PCYB_083730"	"PY17X_0412700"
"p_OG0003949"	"PCHAS_041120"	"PVX_119720"	"PBANKA_041030"	"PF3D7_0312300"	"PCOAH_00020510"	"PCYB_083720"	"PY17X_0412800"
"p_OG0003950"	"PCHAS_041130"	"PVX_119725"	"PBANKA_041040"	"PF3D7_0312400"	"PCOAH_00020590"	"PCYB_083710"	"PY17X_0412900"
"p_OG0003951"	"PCHAS_041140"	"PVX_119735"	"PBANKA_041050"	"PF3D7_0312500"	"PCOAH_00020600"	"PCYB_083700"	"PY17X_0413000"
"p_OG0003952"	"PCHAS_041150"	"PVX_119740"	"PBANKA_041060"	"PF3D7_0312800"	"PCOAH_00020630"	"PCYB_083690"	"PY17X_0413300"
"p_OG0003953"	"PCHAS_041170"	"PVX_119750"	"PBANKA_041080"	"PF3D7_0313100"	"PCOAH_00020660"	"PCYB_083670"	"PY17X_0413600"
"p_OG0003954"	"PCHAS_041190"	"PVX_119760"	"PBANKA_041100"	"PF3D7_0313300"	"PCOAH_00020670"	"PCYB_083650"	"PY17X_0413800"
"p_OG0003955"	"PCHAS_041200"	"PVX_119765"	"PBANKA_041110"	"PF3D7_0313400"	"PCOAH_00020680"	"PCYB_083640"	"PY17X_0413900"
"p_OG0003956"	"PCHAS_041210"	"PVX_119770"	"PBANKA_041120"	"PF3D7_0313500"	"PCOAH_00020690"	"PCYB_083630"	"PY17X_0414000"
"p_OG0003957"	"PCHAS_041240"	"PVX_119785"	"PBANKA_041150"	"PF3D7_0313800"	"PCOAH_00020710"	"PCYB_083600"	"PY17X_0414300"
"p_OG0003958"	"PCHAS_041250"	"PVX_119790"	"PBANKA_041160"	"PF3D7_0313900"	"PCOAH_00020720"	"PCYB_083590"	"PY17X_0414400"
"p_OG0003959"	"PCHAS_041260"	"PVX_119795"	"PBANKA_041170"	"PF3D7_0314000"	"PCOAH_00020730"	"PCYB_083580"	"PY17X_0414500"
"p_OG0003960"	"PCHAS_041290"	"PVX_119810"	"PBANKA_041200"	"PF3D7_0314300"	"PCOAH_00020770"	"PCYB_083550"	"PY17X_0414900"
"p_OG0003961"	"PCHAS_041300"	"PVX_119815"	"PBANKA_041210"	"PF3D7_0314400"	"PCOAH_00020780"	"PCYB_083540"	"PY17X_0415000"
"p_OG0003962"	"PCHAS_041310"	"PVX_119820"	"PBANKA_041220"	"PF3D7_0314500"	"PCOAH_00020790"	"PCYB_083530"	"PY17X_0415100"
"p_OG0003963"	"PCHAS_041320"	"PVX_119825"	"PBANKA_041230"	"PF3D7_0314600"	"PCOAH_00020800"	"PCYB_083520"	"PY17X_0415200"
"p_OG0003964"	"PCHAS_041330"	"PVX_119830"	"PBANKA_041240"	"PF3D7_0314700"	"PCOAH_00020810"	"PCYB_083510"	"PY17X_0415300"
"p_OG0003965"	"PCHAS_041340"	"PVX_095495"	"PBANKA_041250"	"PF3D7_0314800"	"PCOAH_00020820"	"PCYB_083500"	"PY17X_0415400"
"p_OG0003966"	"PCHAS_041350"	"PVX_095490"	"PBANKA_041260"	"PF3D7_0314900"	"PCOAH_00020830"	"PCYB_083490"	"PY17X_0415500"
"p_OG0003967"	"PCHAS_041360"	"PVX_095485"	"PBANKA_041270"	"PF3D7_0315000"	"PCOAH_00020840"	"PCYB_083480"	"PY17X_0415600"
"p_OG0003968"	"PCHAS_041370"	"PVX_095480"	"PBANKA_041280"	"PF3D7_0315100"	"PCOAH_00020850"	"PCYB_083470"	"PY17X_0415700"
"p_OG0003969"	"PCHAS_041380"	"PVX_095475"	"PBANKA_041290"	"PF3D7_0315200"	"PCOAH_00020860"	"PCYB_083460"	"PY17X_0415800"
"p_OG0003970"	"PCHAS_041410"	"PVX_095460"	"PBANKA_041320"	"PF3D7_0315400"	"PCOAH_00020880"	"PCYB_083430"	"PY17X_0416000"
"p_OG0003971"	"PCHAS_041420"	"PVX_095455"	"PBANKA_041330"	"PF3D7_0315500"	"PCOAH_00020890"	"PCYB_083420"	"PY17X_0416100"
"p_OG0003972"	"PCHAS_041440"	"PVX_095450"	"PBANKA_041350"	"PF3D7_0315700"	"PCOAH_00020900"	"PCYB_083400"	"PY17X_0416300"
"p_OG0003973"	"PCHAS_041450"	"PVX_095445"	"PBANKA_041360"	"PF3D7_0315800"	"PCOAH_00020910"	"PCYB_083390"	"PY17X_0416400"
"p_OG0003974"	"PCHAS_041460"	"PVX_095440"	"PBANKA_041370"	"PF3D7_0315900"	"PCOAH_00020920"	"PCYB_083380"	"PY17X_0416500"
"p_OG0003975"	"PCHAS_041470"	"PVX_095435"	"PBANKA_041380"	"PF3D7_0316000"	"PCOAH_00020930"	"PCYB_083370"	"PY17X_0416600"
"p_OG0003976"	"PCHAS_041480"	"PVX_095430"	"PBANKA_041390"	"PF3D7_0316100"	"PCOAH_00020940"	"PCYB_083360"	"PY17X_0416700"
"p_OG0003977"	"PCHAS_041510"	"PVX_095415"	"PBANKA_041420"	"PF3D7_0316400"	"PCOAH_00020980"	"PCYB_083330"	"PY17X_0417000"
"p_OG0003978"	"PCHAS_041520"	"PVX_095410"	"PBANKA_041430"	"PF3D7_0316500"	"PCOAH_00020990"	"PCYB_083320"	"PY17X_0417100"
"p_OG0003979"	"PCHAS_041530"	"PVX_095405"	"PBANKA_041440"	"PF3D7_0316600"	"PCOAH_00021000"	"PCYB_083310"	"PY17X_0417200"
"p_OG0003980"	"PCHAS_041550"	"PVX_095390"	"PBANKA_041460"	"PF3D7_0316800"	"PCOAH_00021080"	"PCYB_083290"	"PY17X_0417400"
"p_OG0003981"	"PCHAS_041570"	"PVX_098770"	"PBANKA_041480"	"PF3D7_0906500"	"PCOAH_00018600"	"PCYB_071440"	"PY17X_0417600"
"p_OG0003982"	"PCHAS_041580"	"PVX_098765"	"PBANKA_041490"	"PF3D7_0906400"	"PCOAH_00018610"	"PCYB_071430"	"PY17X_0417700"
"p_OG0003983"	"PCHAS_041590"	"PVX_098760"	"PBANKA_041500"	"PF3D7_0906300"	"PCOAH_00018620"	"PCYB_071420"	"PY17X_0417800"
"p_OG0003984"	"PCHAS_041600"	"PVX_098755"	"PBANKA_041510"	"PF3D7_0906200"	"PCOAH_00018630"	"PCYB_071410"	"PY17X_0417900"
"p_OG0003985"	"PCHAS_041610"	"PVX_098750"	"PBANKA_041520"	"PF3D7_0906100"	"PCOAH_00018640"	"PCYB_071400"	"PY17X_0418000"
"p_OG0003986"	"PCHAS_041620"	"PVX_098745"	"PBANKA_041530"	"PF3D7_0906000"	"PCOAH_00018650"	"PCYB_071390"	"PY17X_0418100"
"p_OG0003987"	"PCHAS_041640"	"PVX_098735"	"PBANKA_041550"	"PF3D7_0905900"	"PCOAH_00018670"	"PCYB_071370"	"PY17X_0418300"
"p_OG0003988"	"PCHAS_041650"	"PVX_098730"	"PBANKA_041560"	"PF3D7_0905800"	"PCOAH_00018680"	"PCYB_071360"	"PY17X_0418400"
"p_OG0003989"	"PCHAS_041670"	"PVX_098720"	"PBANKA_041580"	"PF3D7_0905600"	"PCOAH_00018700"	"PCYB_071340"	"PY17X_0418600"
"p_OG0003990"	"PCHAS_041680"	"PVX_098715"	"PBANKA_041590"	"PF3D7_0905500"	"PCOAH_00018710"	"PCYB_071330"	"PY17X_0418700"
"p_OG0003991"	"PCHAS_041700"	"PVX_098710"	"PBANKA_041610"	"PF3D7_0905300"	"PCOAH_00018730"	"PCYB_071310"	"PY17X_0418900"
"p_OG0003992"	"PCHAS_041710"	"PVX_098705"	"PBANKA_041620"	"PF3D7_0905200"	"PCOAH_00018740"	"PCYB_071300"	"PY17X_0419000"
"p_OG0003993"	"PCHAS_041720"	"PVX_098700"	"PBANKA_041630"	"PF3D7_0905100"	"PCOAH_00018750"	"PCYB_071290"	"PY17X_0419100"
"p_OG0003994"	"PCHAS_041730"	"PVX_098695"	"PBANKA_041640"	"PF3D7_0905000"	"PCOAH_00018760"	"PCYB_071280"	"PY17X_0419200"
"p_OG0003995"	"PCHAS_041750"	"PVX_098685"	"PBANKA_041660"	"PF3D7_0904800"	"PCOAH_00018790"	"PCYB_071260"	"PY17X_0419400"
"p_OG0003996"	"PCHAS_041760"	"PVX_098680"	"PBANKA_041670"	"PF3D7_0904700"	"PCOAH_00018800"	"PCYB_071250"	"PY17X_0419500"
"p_OG0003997"	"PCHAS_041770"	"PVX_098675"	"PBANKA_041680"	"PF3D7_0904600"	"PCOAH_00018810"	"PCYB_071240"	"PY17X_0419600"
"p_OG0003998"	"PCHAS_041780"	"PVX_098670"	"PBANKA_041690"	"PF3D7_0904500"	"PCOAH_00018820"	"PCYB_071230"	"PY17X_0419700"
"p_OG0003999"	"PCHAS_041790"	"PVX_098665"	"PBANKA_041700"	"PF3D7_0904400"	"PCOAH_00018830"	"PCYB_071220"	"PY17X_0419800"
"p_OG0004000"	"PCHAS_041800"	"PVX_098660"	"PBANKA_041710"	"PF3D7_0904300"	"PCOAH_00018840"	"PCYB_071210"	"PY17X_0419900"
"p_OG0004001"	"PCHAS_041810"	"PVX_098655"	"PBANKA_041720"	"PF3D7_0904200"	"PCOAH_00018850"	"PCYB_071200"	"PY17X_0420000"
"p_OG0004002"	"PCHAS_041820"	"PVX_098650"	"PBANKA_041730"	"PF3D7_0904100"	"PCOAH_00018860"	"PCYB_071190"	"PY17X_0420100"
"p_OG0004003"	"PCHAS_041830"	"PVX_098645"	"PBANKA_041740"	"PF3D7_0904000"	"PCOAH_00018870"	"PCYB_071180"	"PY17X_0420200"
"p_OG0004004"	"PCHAS_041840"	"PVX_098640"	"PBANKA_041750"	"PF3D7_0903900"	"PCOAH_00018880"	"PCYB_071170"	"PY17X_0420300"
"p_OG0004005"	"PCHAS_041850"	"PVX_098635"	"PBANKA_041760"	"PF3D7_0903800"	"PCOAH_00018890"	"PCYB_071160"	"PY17X_0420400"
"p_OG0004006"	"PCHAS_041880"	"PVX_098620"	"PBANKA_041790"	"PF3D7_0903500"	"PCOAH_00018920"	"PCYB_071130"	"PY17X_0420700"
"p_OG0004007"	"PCHAS_041890"	"PVX_098615"	"PBANKA_041800"	"PF3D7_0903400"	"PCOAH_00018930"	"PCYB_071120"	"PY17X_0420800"
"p_OG0004008"	"PCHAS_041910"	"PVX_098605"	"PBANKA_041820"	"PF3D7_0903200"	"PCOAH_00018960"	"PCYB_071100"	"PY17X_0421000"
