"Orthogroup"	"human"	"mouse"	"monkey"
"h_OG0012107"	"ENSG00000158428"	"ENSMUSG00000073650"	"ENSMMUG00000031218"
"h_OG0012108"	"ENSG00000167419"	"ENSMUSG00000009356"	"ENSMMUG00000002264"
"h_OG0012109"	"ENSG00000160688"	"ENSMUSG00000042642"	"ENSMMUG00000006584"
"h_OG0012110"	"ENSG00000168792"	"ENSMUSG00000000686"	"ENSMMUG00000019670"
"h_OG0012111"	"ENSG00000151694"	"ENSMUSG00000052593"	"ENSMMUG00000012921"
"h_OG0012112"	"ENSG00000167549"	"ENSMUSG00000020836"	"ENSMMUG00000014411"
"h_OG0012113"	"ENSG00000101439"	"ENSMUSG00000027447"	"ENSMMUG00000040355"
"h_OG0012114"	"ENSG00000135926"	"ENSMUSG00000006301"	"ENSMMUG00000022817"
"h_OG0012115"	"ENSG00000122435"	"ENSMUSG00000033439"	"ENSMMUG00000004243"
"h_OG0012116"	"ENSG00000157895"	"ENSMUSG00000029559"	"ENSMMUG00000039520"
"h_OG0012117"	"ENSG00000076770"	"ENSMUSG00000036109"	"ENSMMUG00000003071"
"h_OG0012118"	"ENSG00000102893"	"ENSMUSG00000036879"	"ENSMMUG00000004718"
"h_OG0012119"	"ENSG00000122477"	"ENSMUSG00000027961"	"ENSMMUG00000004241"
"h_OG0012120"	"ENSG00000138395"	"ENSMUSG00000026023"	"ENSMMUG00000014321"
"h_OG0012121"	"ENSG00000011143"	"ENSMUSG00000034121"	"ENSMMUG00000011971"
"h_OG0012122"	"ENSG00000198934"	"ENSMUSG00000031227"	"ENSMMUG00000039056"
"h_OG0012123"	"ENSG00000105983"	"ENSMUSG00000010721"	"ENSMMUG00000011750"
"h_OG0012124"	"ENSG00000136877"	"ENSMUSG00000009566"	"ENSMMUG00000018506"
"h_OG0012125"	"ENSG00000167543"	"ENSMUSG00000044328"	"ENSMMUG00000003866"
"h_OG0012126"	"ENSG00000155085"	"ENSMUSG00000091415"	"ENSMMUG00000020537"
"h_OG0012127"	"ENSG00000175745"	"ENSMUSG00000069171"	"ENSMMUG00000006209"
"h_OG0012128"	"ENSG00000170634"	"ENSMUSG00000060923"	"ENSMMUG00000002152"
"h_OG0012129"	"ENSG00000174514"	"ENSMUSG00000059149"	"ENSMMUG00000004113"
"h_OG0012130"	"ENSG00000164896"	"ENSMUSG00000028959"	"ENSMMUG00000020459"
"h_OG0012131"	"ENSG00000144028"	"ENSMUSG00000003660"	"ENSMMUG00000023261"
"h_OG0012132"	"ENSG00000136014"	"ENSMUSG00000020020"	"ENSMMUG00000013812"
"h_OG0012133"	"ENSG00000068878"	"ENSMUSG00000040850"	"ENSMMUG00000008104"
"h_OG0012134"	"ENSG00000130775"	"ENSMUSG00000037731"	"ENSMMUG00000018170"
"h_OG0012135"	"ENSG00000123728"	"ENSMUSG00000050029"	"ENSMMUG00000048745"
"h_OG0012136"	"ENSG00000158711"	"ENSMUSG00000026436"	"ENSMMUG00000001024"
"h_OG0012137"	"ENSG00000112559"	"ENSMUSG00000032717"	"ENSMMUG00000009449"
"h_OG0012138"	"ENSG00000174672"	"ENSMUSG00000053046"	"ENSMMUG00000011211"
"h_OG0012139"	"ENSG00000129636"	"ENSMUSG00000031703"	"ENSMMUG00000004717"
"h_OG0012140"	"ENSG00000081320"	"ENSMUSG00000026094"	"ENSMMUG00000042418"
"h_OG0012141"	"ENSG00000126457"	"ENSMUSG00000109324"	"ENSMMUG00000003029"
"h_OG0012142"	"ENSG00000163501"	"ENSMUSG00000006538"	"ENSMMUG00000000785"
"h_OG0012143"	"ENSG00000184408"	"ENSMUSG00000060882"	"ENSMMUG00000023308"
"h_OG0012144"	"ENSG00000127838"	"ENSMUSG00000026179"	"ENSMMUG00000038299"
"h_OG0012145"	"ENSG00000106025"	"ENSMUSG00000029669"	"ENSMMUG00000023310"
"h_OG0012146"	"ENSG00000163001"	"ENSMUSG00000020462"	"ENSMMUG00000007000"
"h_OG0012147"	"ENSG00000140829"	"ENSMUSG00000037993"	"ENSMMUG00000000677"
"h_OG0012148"	"ENSG00000163319"	"ENSMUSG00000016833"	"ENSMMUG00000015353"
"h_OG0012149"	"ENSG00000116539"	"ENSMUSG00000028053"	"ENSMMUG00000023146"
"h_OG0012150"	"ENSG00000187736"	"ENSMUSG00000026162"	"ENSMMUG00000000786"
"h_OG0012151"	"ENSG00000116141"	"ENSMUSG00000026620"	"ENSMMUG00000022288"
"h_OG0012152"	"ENSG00000174206"	"ENSMUSG00000053684"	"ENSMMUG00000001955"
"h_OG0012153"	"ENSG00000143190"	"ENSMUSG00000026565"	"ENSMMUG00000008155"
"h_OG0012154"	"ENSG00000162779"	"ENSMUSG00000026601"	"ENSMMUG00000003769"
"h_OG0012155"	"ENSG00000133063"	"ENSMUSG00000026450"	"ENSMMUG00000008709"
"h_OG0012156"	"ENSG00000163322"	"ENSMUSG00000035234"	"ENSMMUG00000030337"
"h_OG0012157"	"ENSG00000116096"	"ENSMUSG00000033735"	"ENSMMUG00000009485"
"h_OG0012158"	"ENSG00000213901"	"ENSMUSG00000026205"	"ENSMMUG00000000788"
"h_OG0012159"	"ENSG00000171940"	"ENSMUSG00000052056"	"ENSMMUG00000018358"
"h_OG0012160"	"ENSG00000124313"	"ENSMUSG00000041115"	"ENSMMUG00000020555"
"h_OG0012161"	"ENSG00000157514"	"ENSMUSG00000031431"	"ENSMMUG00000008207"
"h_OG0012162"	"ENSG00000177283"	"ENSMUSG00000036904"	"ENSMMUG00000001694"
"h_OG0012163"	"ENSG00000205531"	"ENSMUSG00000059119"	"ENSMMUG00000007753"
"h_OG0012164"	"ENSG00000080822"	"ENSMUSG00000022744"	"ENSMMUG00000009549"
"h_OG0012165"	"ENSG00000168090"	"ENSMUSG00000019494"	"ENSMMUG00000013440"
"h_OG0012166"	"ENSG00000140830"	"ENSMUSG00000031723"	"ENSMMUG00000048989"
"h_OG0012167"	"ENSG00000197442"	"ENSMUSG00000071369"	"ENSMMUG00000016376"
"h_OG0012168"	"ENSG00000144285"	"ENSMUSG00000064329"	"ENSMMUG00000008407"
"h_OG0012169"	"ENSG00000167614"	"ENSMUSG00000030428"	"ENSMMUG00000006027"
"h_OG0012170"	"ENSG00000152578"	"ENSMUSG00000025892"	"ENSMMUG00000010987"
"h_OG0012171"	"ENSG00000158715"	"ENSMUSG00000026435"	"ENSMMUG00000004116"
"h_OG0012172"	"ENSG00000116218"	"ENSMUSG00000026602"	"ENSMMUG00000003770"
"h_OG0012173"	"ENSG00000172322"	"ENSMUSG00000053063"	"ENSMMUG00000002956"
"h_OG0012174"	"ENSG00000169169"	"ENSMUSG00000007783"	"ENSMMUG00000014735"
"h_OG0012175"	"ENSG00000159388"	"ENSMUSG00000020423"	"ENSMMUG00000011981"
"h_OG0012176"	"ENSG00000071909"	"ENSMUSG00000042064"	"ENSMMUG00000016256"
"h_OG0012177"	"ENSG00000162817"	"ENSMUSG00000039349"	"ENSMMUG00000023478"
"h_OG0012178"	"ENSG00000163359"	"ENSMUSG00000048126"	"ENSMMUG00000014049"
"h_OG0012179"	"ENSG00000069275"	"ENSMUSG00000026434"	"ENSMMUG00000005645"
"h_OG0012180"	"ENSG00000122176"	"ENSMUSG00000041559"	"ENSMMUG00000021642"
"h_OG0012181"	"ENSG00000148655"	"ENSMUSG00000063458"	"ENSMMUG00000023415"
"h_OG0012182"	"ENSG00000196468"	"ENSMUSG00000031230"	"ENSMMUG00000011744"
"h_OG0012183"	"ENSG00000189308"	"ENSMUSG00000035310"	"ENSMMUG00000008514"
"h_OG0012184"	"ENSG00000117280"	"ENSMUSG00000026433"	"ENSMMUG00000021227"
"h_OG0012185"	"ENSG00000176834"	"ENSMUSG00000066894"	"ENSMMUG00000047499"
"h_OG0012186"	"ENSG00000173208"	"ENSMUSG00000055782"	"ENSMMUG00000014007"
"h_OG0012187"	"ENSG00000178804"	"ENSMUSG00000042279"	"ENSMMUG00000012736"
"h_OG0012188"	"ENSG00000135972"	"ENSMUSG00000060679"	"ENSMMUG00000019682"
"h_OG0012189"	"ENSG00000136044"	"ENSMUSG00000020263"	"ENSMMUG00000009524"
"h_OG0012190"	"ENSG00000256660"	"ENSMUSG00000030158"	"ENSMMUG00000002954"
"h_OG0012191"	"ENSG00000188783"	"ENSMUSG00000041577"	"ENSMMUG00000021641"
"h_OG0012192"	"ENSG00000117069"	"ENSMUSG00000039037"	"ENSMMUG00000005994"
"h_OG0012193"	"ENSG00000284723"	"ENSMUSG00000062037"	"ENSMMUG00000000539"
"h_OG0012194"	"ENSG00000167531"	"ENSMUSG00000022991"	"ENSMMUG00000000283"
"h_OG0012195"	"ENSG00000171303"	"ENSMUSG00000049265"	"ENSMMUG00000040972"
"h_OG0012196"	"ENSG00000071243"	"ENSMUSG00000029670"	"ENSMMUG00000002434"
"h_OG0012197"	"ENSG00000165682"	"ENSMUSG00000030159"	"ENSMMUG00000002955"
"h_OG0012198"	"ENSG00000115289"	"ENSMUSG00000069678"	"ENSMMUG00000002127"
"h_OG0012199"	"ENSG00000188770"	"ENSMUSG00000010311"	"ENSMMUG00000021640"
"h_OG0012200"	"ENSG00000073008"	"ENSMUSG00000040511"	"ENSMMUG00000003101"
"h_OG0012201"	"ENSG00000135114"	"ENSMUSG00000041827"	"ENSMMUG00000006441"
"h_OG0012202"	"ENSG00000067955"	"ENSMUSG00000031885"	"ENSMMUG00000042116"
"h_OG0012203"	"ENSG00000118420"	"ENSMUSG00000032415"	"ENSMMUG00000015780"
"h_OG0012204"	"ENSG00000137992"	"ENSMUSG00000000340"	"ENSMMUG00000007706"
"h_OG0012205"	"ENSG00000132478"	"ENSMUSG00000020770"	"ENSMMUG00000013646"
"h_OG0012206"	"ENSG00000169432"	"ENSMUSG00000075316"	"ENSMMUG00000018510"
"h_OG0012207"	"ENSG00000116704"	"ENSMUSG00000028521"	"ENSMMUG00000000645"
"h_OG0012208"	"ENSG00000163116"	"ENSMUSG00000047940"	"ENSMMUG00000013502"
"h_OG0012209"	"ENSG00000135931"	"ENSMUSG00000062590"	"ENSMMUG00000011775"
"h_OG0012210"	"ENSG00000058668"	"ENSMUSG00000026463"	"ENSMMUG00000021116"
"h_OG0012211"	"ENSG00000197837"	"ENSMUSG00000061482"	"ENSMMUG00000045171"
"h_OG0012212"	"ENSG00000086967"	"ENSMUSG00000038670"	"ENSMMUG00000006715"
"h_OG0012213"	"ENSG00000216588"	"ENSMUSG00000040498"	"ENSMMUG00000028750"
"h_OG0012214"	"ENSG00000080561"	"ENSMUSG00000000266"	"ENSMMUG00000005632"
"h_OG0012215"	"ENSG00000133065"	"ENSMUSG00000013275"	"ENSMMUG00000021426"
"h_OG0012216"	"ENSG00000115163"	"ENSMUSG00000029177"	"ENSMMUG00000015934"
"h_OG0012217"	"ENSG00000137996"	"ENSMUSG00000000339"	"ENSMMUG00000019105"
"h_OG0012218"	"ENSG00000168412"	"ENSMUSG00000054764"	"ENSMMUG00000018050"
"h_OG0012219"	"ENSG00000246705"	"ENSMUSG00000060032"	"ENSMMUG00000018013"
"h_OG0012220"	"ENSG00000235162"	"ENSMUSG00000087651"	"ENSMMUG00000046424"
"h_OG0012221"	"ENSG00000186567"	"ENSMUSG00000049848"	"ENSMMUG00000010247"
"h_OG0012222"	"ENSG00000148943"	"ENSMUSG00000027162"	"ENSMMUG00000023119"
"h_OG0012223"	"ENSG00000102172"	"ENSMUSG00000071708"	"ENSMMUG00000020392"
"h_OG0012224"	"ENSG00000138674"	"ENSMUSG00000035325"	"ENSMMUG00000008501"
"h_OG0012225"	"ENSG00000088926"	"ENSMUSG00000031645"	"ENSMMUG00000011634"
"h_OG0012226"	"ENSG00000142892"	"ENSMUSG00000039047"	"ENSMMUG00000020217"
"h_OG0012227"	"ENSG00000213699"	"ENSMUSG00000029175"	"ENSMMUG00000040310"
"h_OG0012228"	"ENSG00000117748"	"ENSMUSG00000028884"	"ENSMMUG00000018172"
"h_OG0012229"	"ENSG00000135973"	"ENSMUSG00000041907"	"ENSMMUG00000015787"
"h_OG0012230"	"ENSG00000155760"	"ENSMUSG00000041075"	"ENSMMUG00000045285"
"h_OG0012231"	"ENSG00000138315"	"ENSMUSG00000009654"	"ENSMMUG00000020404"
"h_OG0012232"	"ENSG00000135966"	"ENSMUSG00000070939"	"ENSMMUG00000015789"
"h_OG0012233"	"ENSG00000113073"	"ENSMUSG00000024485"	"ENSMMUG00000003723"
"h_OG0012234"	"ENSG00000182329"	"ENSMUSG00000047361"	"ENSMMUG00000001883"
"h_OG0012235"	"ENSG00000128591"	"ENSMUSG00000068699"	"ENSMMUG00000006296"
"h_OG0012236"	"ENSG00000204178"	"ENSMUSG00000028826"	"ENSMMUG00000018014"
"h_OG0012237"	"ENSG00000116670"	"ENSMUSG00000029003"	"ENSMMUG00000023669"
"h_OG0012238"	"ENSG00000144567"	"ENSMUSG00000049339"	"ENSMMUG00000000792"
"h_OG0012239"	"ENSG00000104368"	"ENSMUSG00000031538"	"ENSMMUG00000014432"
"h_OG0012240"	"ENSG00000156313"	"ENSMUSG00000031174"	"ENSMMUG00000013491"
"h_OG0012241"	"ENSG00000068394"	"ENSMUSG00000031148"	"ENSMMUG00000020557"
"h_OG0012242"	"ENSG00000180116"	"ENSMUSG00000078932"	"ENSMMUG00000010077"
"h_OG0012243"	"ENSG00000166257"	"ENSMUSG00000049281"	"ENSMMUG00000000343"
"h_OG0012244"	"ENSG00000162782"	"ENSMUSG00000060985"	"ENSMMUG00000016033"
"h_OG0012245"	"ENSG00000138308"	"ENSMUSG00000009646"	"ENSMMUG00000020405"
"h_OG0012246"	"ENSG00000074527"	"ENSMUSG00000020019"	"ENSMMUG00000000521"
"h_OG0012247"	"ENSG00000139620"	"ENSMUSG00000022992"	"ENSMMUG00000003877"
"h_OG0012248"	"ENSG00000115649"	"ENSMUSG00000033159"	"ENSMMUG00000000791"
"h_OG0012249"	"ENSG00000151229"	"ENSMUSG00000036298"	"ENSMMUG00000010078"
"h_OG0012250"	"ENSG00000135090"	"ENSMUSG00000061288"	"ENSMMUG00000005099"
"h_OG0012251"	"ENSG00000154165"	"ENSMUSG00000047293"	"ENSMMUG00000009550"
"h_OG0012252"	"ENSG00000138698"	"ENSMUSG00000028149"	"ENSMMUG00000022417"
"h_OG0012253"	"ENSG00000071994"	"ENSMUSG00000014771"	"ENSMMUG00000019916"
"h_OG0012254"	"ENSG00000173898"	"ENSMUSG00000067889"	"ENSMMUG00000020359"
"h_OG0012255"	"ENSG00000148848"	"ENSMUSG00000054555"	"ENSMMUG00000009661"
"h_OG0012256"	"ENSG00000181234"	"ENSMUSG00000034324"	"ENSMMUG00000000031"
"h_OG0012257"	"ENSG00000140470"	"ENSMUSG00000058145"	"ENSMMUG00000021160"
"h_OG0012258"	"ENSG00000157349"	"ENSMUSG00000033658"	"ENSMMUG00000020316"
"h_OG0012259"	"ENSG00000143507"	"ENSMUSG00000039384"	"ENSMMUG00000004379"
"h_OG0012260"	"ENSG00000140854"	"ENSMUSG00000031787"	"ENSMMUG00000015695"
"h_OG0012261"	"ENSG00000143340"	"ENSMUSG00000015484"	"ENSMMUG00000039710"
"h_OG0012262"	"ENSG00000143125"	"ENSMUSG00000070368"	"ENSMMUG00000019217"
"h_OG0012263"	"ENSG00000162877"	"ENSMUSG00000042251"	"ENSMMUG00000003673"
"h_OG0012264"	"ENSG00000135974"	"ENSMUSG00000010290"	"ENSMMUG00000039436"
"h_OG0012265"	"ENSG00000135253"	"ENSMUSG00000059022"	"ENSMMUG00000006306"
"h_OG0012266"	"ENSG00000163956"	"ENSMUSG00000029103"	"ENSMMUG00000023099"
"h_OG0012267"	"ENSG00000185306"	"ENSMUSG00000047642"	"ENSMMUG00000020533"
"h_OG0012268"	"ENSG00000139370"	"ENSMUSG00000029416"	"ENSMMUG00000005767"
"h_OG0012269"	"ENSG00000138411"	"ENSMUSG00000042807"	"ENSMMUG00000005627"
"h_OG0012270"	"ENSG00000205436"	"ENSMUSG00000021280"	"ENSMMUG00000029186"
"h_OG0012271"	"ENSG00000174502"	"ENSMUSG00000042268"	"ENSMMUG00000014694"
"h_OG0012272"	"ENSG00000075711"	"ENSMUSG00000022770"	"ENSMMUG00000016585"
"h_OG0012273"	"ENSG00000101842"	"ENSMUSG00000031430"	"ENSMMUG00000007189"
"h_OG0012274"	"ENSG00000144045"	"ENSMUSG00000009145"	"ENSMMUG00000002129"
"h_OG0012275"	"ENSG00000179636"	"ENSMUSG00000008813"	"ENSMMUG00000020749"
"h_OG0012276"	"ENSG00000156966"	"ENSMUSG00000079445"	"ENSMMUG00000011777"
"h_OG0012277"	"ENSG00000128524"	"ENSMUSG00000004285"	"ENSMMUG00000039360"
"h_OG0012278"	"ENSG00000163882"	"ENSMUSG00000021018"	"ENSMMUG00000007524"
"h_OG0012279"	"ENSG00000109065"	"ENSMUSG00000015542"	"ENSMMUG00000005738"
"h_OG0012280"	"ENSG00000036473"	"ENSMUSG00000031173"	"ENSMMUG00000013493"
"h_OG0012281"	"ENSG00000163354"	"ENSMUSG00000109293"	"ENSMMUG00000023336"
"h_OG0012282"	"ENSG00000237172"	"ENSMUSG00000069920"	"ENSMMUG00000007559"
"h_OG0012283"	"ENSG00000125149"	"ENSMUSG00000031889"	"ENSMMUG00000018102"
"h_OG0012284"	"ENSG00000154027"	"ENSMUSG00000039058"	"ENSMMUG00000020218"
"h_OG0012285"	"ENSG00000151948"	"ENSMUSG00000049971"	"ENSMMUG00000012564"
"h_OG0012286"	"ENSG00000122188"	"ENSMUSG00000051998"	"ENSMMUG00000043346"
"h_OG0012287"	"ENSG00000165168"	"ENSMUSG00000015340"	"ENSMMUG00000013220"
"h_OG0012288"	"ENSG00000179542"	"ENSMUSG00000046699"	"ENSMMUG00000015386"
"h_OG0012289"	"ENSG00000276600"	"ENSMUSG00000052688"	"ENSMMUG00000040829"
"h_OG0012290"	"ENSG00000160685"	"ENSMUSG00000028042"	"ENSMMUG00000004053"
"h_OG0012291"	"ENSG00000178171"	"ENSMUSG00000045174"	"ENSMMUG00000019008"
"h_OG0012292"	"ENSG00000111707"	"ENSMUSG00000066900"	"ENSMMUG00000012166"
"h_OG0012293"	"ENSG00000047597"	"ENSMUSG00000015342"	"ENSMMUG00000006969"
"h_OG0012294"	"ENSG00000164897"	"ENSMUSG00000028958"	"ENSMMUG00000020466"
"h_OG0012295"	"ENSG00000074590"	"ENSMUSG00000020032"	"ENSMMUG00000020951"
"h_OG0012296"	"ENSG00000110497"	"ENSMUSG00000040506"	"ENSMMUG00000011526"
"h_OG0012297"	"ENSG00000111339"	"ENSMUSG00000030217"	"ENSMMUG00000012789"
"h_OG0012298"	"ENSG00000161204"	"ENSMUSG00000003234"	"ENSMMUG00000006558"
"h_OG0012299"	"ENSG00000186469"	"ENSMUSG00000043004"	"ENSMMUG00000043011"
"h_OG0012300"	"ENSG00000169905"	"ENSMUSG00000050565"	"ENSMMUG00000031279"
"h_OG0012301"	"ENSG00000179256"	"ENSMUSG00000043298"	"ENSMMUG00000019298"
"h_OG0012302"	"ENSG00000101955"	"ENSMUSG00000090084"	"ENSMMUG00000013135"
"h_OG0012303"	"ENSG00000143512"	"ENSMUSG00000053461"	"ENSMMUG00000007893"
"h_OG0012304"	"ENSG00000153982"	"ENSMUSG00000061666"	"ENSMMUG00000042757"
"h_OG0012305"	"ENSG00000184575"	"ENSMUSG00000034667"	"ENSMMUG00000007659"
"h_OG0012306"	"ENSG00000143105"	"ENSMUSG00000042861"	"ENSMMUG00000016056"
"h_OG0012307"	"ENSG00000135052"	"ENSMUSG00000021556"	"ENSMMUG00000001900"
"h_OG0012308"	"ENSG00000074966"	"ENSMUSG00000054892"	"ENSMMUG00000018627"
"h_OG0012309"	"ENSG00000089041"	"ENSMUSG00000029468"	"ENSMMUG00000006298"
"h_OG0012310"	"ENSG00000129315"	"ENSMUSG00000011960"	"ENSMMUG00000007629"
"h_OG0012311"	"ENSG00000147036"	"ENSMUSG00000047344"	"ENSMMUG00000006967"
"h_OG0012312"	"ENSG00000182993"	"ENSMUSG00000047515"	"ENSMMUG00000012788"
"h_OG0012313"	"ENSG00000151952"	"ENSMUSG00000034310"	"ENSMMUG00000012569"
"h_OG0012314"	"ENSG00000166261"	"ENSMUSG00000025602"	"ENSMMUG00000010646"
"h_OG0012315"	"ENSG00000179639"	"ENSMUSG00000005339"	"ENSMMUG00000013428"
"h_OG0012316"	"ENSG00000166046"	"ENSMUSG00000020034"	"ENSMMUG00000003711"
"h_OG0012317"	"ENSG00000101843"	"ENSMUSG00000031429"	"ENSMMUG00000016981"
"h_OG0012318"	"ENSG00000144730"	"ENSMUSG00000040717"	"ENSMMUG00000016602"
"h_OG0012319"	"ENSG00000115053"	"ENSMUSG00000026234"	"ENSMMUG00000018094"
"h_OG0012320"	"ENSG00000116560"	"ENSMUSG00000028820"	"ENSMMUG00000019154"
"h_OG0012321"	"ENSG00000203963"	"ENSMUSG00000028520"	"ENSMMUG00000000647"
"h_OG0012322"	"ENSG00000012779"	"ENSMUSG00000025701"	"ENSMMUG00000013434"
"h_OG0012323"	"ENSG00000165972"	"ENSMUSG00000036168"	"ENSMMUG00000009303"
"h_OG0012324"	"ENSG00000110075"	"ENSMUSG00000024908"	"ENSMMUG00000016213"
"h_OG0012325"	"ENSG00000184155"	"ENSMUSG00000037924"	"ENSMMUG00000006686"
"h_OG0012326"	"ENSG00000185215"	"ENSMUSG00000021281"	"ENSMMUG00000021634"
"h_OG0012327"	"ENSG00000143774"	"ENSMUSG00000020444"	"ENSMMUG00000023085"
"h_OG0012328"	"ENSG00000162594"	"ENSMUSG00000049093"	"ENSMMUG00000000648"
"h_OG0012329"	"ENSG00000136026"	"ENSMUSG00000046841"	"ENSMMUG00000006438"
"h_OG0012330"	"ENSG00000132703"	"ENSMUSG00000026542"	"ENSMMUG00000006685"
"h_OG0012331"	"ENSG00000075702"	"ENSMUSG00000037020"	"ENSMMUG00000019704"
"h_OG0012332"	"ENSG00000147041"	"ENSMUSG00000054453"	"ENSMMUG00000013131"
"h_OG0012333"	"ENSG00000177301"	"ENSMUSG00000040724"	"ENSMMUG00000018680"
"h_OG0012334"	"ENSG00000132693"	"ENSMUSG00000037942"	"ENSMMUG00000008922"
"h_OG0012335"	"ENSG00000198821"	"ENSMUSG00000005763"	"ENSMMUG00000008158"
"h_OG0012336"	"ENSG00000130508"	"ENSMUSG00000020674"	"ENSMMUG00000039871"
"h_OG0012337"	"ENSG00000112357"	"ENSMUSG00000020003"	"ENSMMUG00000016382"
"h_OG0012338"	"ENSG00000143337"	"ENSMUSG00000026466"	"ENSMMUG00000014873"
"h_OG0012339"	"ENSG00000185985"	"ENSMUSG00000036790"	"ENSMMUG00000009719"
"h_OG0012340"	"ENSG00000139344"	"ENSMUSG00000015890"	"ENSMMUG00000009304"
"h_OG0012341"	"ENSG00000158423"	"ENSMUSG00000025257"	"ENSMMUG00000009295"
"h_OG0012342"	"ENSG00000158716"	"ENSMUSG00000026544"	"ENSMMUG00000018444"
"h_OG0012343"	"ENSG00000144040"	"ENSMUSG00000033720"	"ENSMMUG00000002300"
"h_OG0012344"	"ENSG00000143162"	"ENSMUSG00000040713"	"ENSMMUG00000038144"
"h_OG0012345"	"ENSG00000072501"	"ENSMUSG00000041133"	"ENSMMUG00000009293"
"h_OG0012346"	"ENSG00000115641"	"ENSMUSG00000008136"	"ENSMMUG00000016594"
"h_OG0012347"	"ENSG00000181036"	"ENSMUSG00000070504"	"ENSMMUG00000011335"
"h_OG0012348"	"ENSG00000196188"	"ENSMUSG00000004552"	"ENSMMUG00000021591"
"h_OG0012349"	"ENSG00000166997"	"ENSMUSG00000036968"	"ENSMMUG00000013452"
"h_OG0012350"	"ENSG00000143498"	"ENSMUSG00000072258"	"ENSMMUG00000007896"
"h_OG0012351"	"ENSG00000198771"	"ENSMUSG00000040723"	"ENSMMUG00000023372"
"h_OG0012352"	"ENSG00000185104"	"ENSMUSG00000010517"	"ENSMMUG00000019056"
"h_OG0012353"	"ENSG00000214309"	"ENSMUSG00000049285"	"ENSMMUG00000013453"
"h_OG0012354"	"ENSG00000167615"	"ENSMUSG00000035545"	"ENSMMUG00000021629"
"h_OG0012355"	"ENSG00000117643"	"ENSMUSG00000037306"	"ENSMMUG00000004788"
"h_OG0012356"	"ENSG00000182580"	"ENSMUSG00000005958"	"ENSMMUG00000003304"
"h_OG0012357"	"ENSG00000221838"	"ENSMUSG00000019518"	"ENSMMUG00000013447"
"h_OG0012358"	"ENSG00000127084"	"ENSMUSG00000037946"	"ENSMMUG00000020795"
"h_OG0012359"	"ENSG00000187955"	"ENSMUSG00000022371"	"ENSMMUG00000002595"
"h_OG0012360"	"ENSG00000169967"	"ENSMUSG00000024383"	"ENSMMUG00000018568"
"h_OG0012361"	"ENSG00000103642"	"ENSMUSG00000032370"	"ENSMMUG00000003544"
"h_OG0012362"	"ENSG00000145191"	"ENSMUSG00000003235"	"ENSMMUG00000006562"
"h_OG0012363"	"ENSG00000198049"	"ENSMUSG00000026432"	"ENSMMUG00000002255"
"h_OG0012364"	"ENSG00000055044"	"ENSMUSG00000026020"	"ENSMMUG00000000582"
"h_OG0012365"	"ENSG00000146054"	"ENSMUSG00000040350"	"ENSMMUG00000003598"
"h_OG0012366"	"ENSG00000135486"	"ENSMUSG00000046434"	"ENSMMUG00000012989"
"h_OG0012367"	"ENSG00000111432"	"ENSMUSG00000081683"	"ENSMMUG00000006912"
"h_OG0012368"	"ENSG00000163357"	"ENSMUSG00000042672"	"ENSMMUG00000023339"
"h_OG0012369"	"ENSG00000171596"	"ENSMUSG00000026237"	"ENSMMUG00000039169"
"h_OG0012370"	"ENSG00000275183"	"ENSMUSG00000043432"	"ENSMMUG00000021631"
"h_OG0012371"	"ENSG00000144395"	"ENSMUSG00000025983"	"ENSMMUG00000015970"
"h_OG0012372"	"ENSG00000213085"	"ENSMUSG00000026546"	"ENSMMUG00000011342"
"h_OG0012373"	"ENSG00000162236"	"ENSMUSG00000010110"	"ENSMMUG00000005280"
"h_OG0012374"	"ENSG00000158552"	"ENSMUSG00000026197"	"ENSMMUG00000019614"
"h_OG0012375"	"ENSG00000164944"	"ENSMUSG00000040720"	"ENSMMUG00000012981"
"h_OG0012376"	"ENSG00000106034"	"ENSMUSG00000062980"	"ENSMMUG00000002435"
"h_OG0012377"	"ENSG00000122884"	"ENSMUSG00000019916"	"ENSMMUG00000011274"
"h_OG0012378"	"ENSG00000135631"	"ENSMUSG00000051343"	"ENSMMUG00000002301"
"h_OG0012379"	"ENSG00000139767"	"ENSMUSG00000063919"	"ENSMMUG00000021230"
"h_OG0012380"	"ENSG00000141627"	"ENSMUSG00000035765"	"ENSMMUG00000001760"
"h_OG0012381"	"ENSG00000187514"	"ENSMUSG00000026238"	"ENSMMUG00000010354"
"h_OG0012382"	"ENSG00000115307"	"ENSMUSG00000068328"	"ENSMMUG00000002131"
"h_OG0012383"	"ENSG00000108018"	"ENSMUSG00000043531"	"ENSMMUG00000000433"
"h_OG0012384"	"ENSG00000143537"	"ENSMUSG00000028041"	"ENSMMUG00000023340"
"h_OG0012385"	"ENSG00000243284"	"ENSMUSG00000049598"	"ENSMMUG00000011340"
"h_OG0012386"	"ENSG00000152137"	"ENSMUSG00000041548"	"ENSMMUG00000021232"
"h_OG0012387"	"ENSG00000084764"	"ENSMUSG00000029166"	"ENSMMUG00000019732"
"h_OG0012388"	"ENSG00000269313"	"ENSMUSG00000031147"	"ENSMMUG00000023021"
"h_OG0012389"	"ENSG00000158714"	"ENSMUSG00000053318"	"ENSMMUG00000011338"
"h_OG0012390"	"ENSG00000048707"	"ENSMUSG00000020220"	"ENSMMUG00000021449"
"h_OG0012391"	"ENSG00000115317"	"ENSMUSG00000068329"	"ENSMMUG00000002136"
